Sensor Name,Sensor Type,Timestamp,Temperature ( C ),Humidity ( RH ),Dew Point ( C ),Heat Index ( C ),Feels Like ( C ),Wind Chill ( C ),Barometric Pressure ( HPA ),Accumulated Rain ( MM ),Wind Speed ( KPH ),Wind Average ( KPH ),Wind Direction,Wired Sensor Temperature,Wired Sensor Humidity,Soil & Liquid Temperature,Water Detected,UV Index,Light Intensity,Measured Light,Lightning Strike Count,Lightning Closest Strike Distance
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 15:35,17.6,63.0,10,17,17.1,18,1036,14,3,4,315,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 15:40,17.6,63.0,10,17,17.7,18,1036,14,0,1,180,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 15:45,17.3,63.0,10,17,16.2,17,1036,14,6,4,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 15:50,17.6,63.0,10,17,17.7,18,1035,14,0,3,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 15:55,17.2,63.0,10,17,17.3,17,1036,14,0,1,135,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 16:00,18.1,61.0,10,18,17.7,18,1036,14,3,1,315,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 16:05,16.9,63.0,10,16,16.0,17,1035,14,5,3,315,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 16:10,18.1,60.0,10,18,17.6,18,1035,14,3,4,248,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 16:15,17.7,61.0,10,17,17.8,18,1036,14,0,2,180,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 16:20,17.3,63.0,10,17,16.5,17,1036,14,5,1,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 16:25,16.6,65.0,10,16,16.0,17,1036,14,3,3,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 16:30,16.7,65.0,10,16,16.5,17,1036,14,2,3,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 16:35,16.9,65.0,10,16,16.5,17,1036,14,3,2,158,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 16:40,16.8,65.0,10,16,16.6,17,1036,14,2,2,293,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 16:45,16.7,65.0,10,16,16.2,17,1036,14,3,1,293,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 16:50,16.6,66.0,10,16,16.4,17,1036,14,2,4,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 16:55,16.9,65.0,10,16,16.4,17,1036,14,3,2,293,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 17:00,16.8,66.0,10,16,16.6,17,1036,14,2,3,23,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 17:05,16.5,68.0,11,16,16.7,17,1036,14,0,2,158,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 17:10,16.3,69.0,11,16,16.2,16,1036,14,2,2,315,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 17:15,16.3,70.0,11,16,16.5,16,1036,14,0,1,293,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 17:20,16.1,70.0,11,16,15.1,16,1036,14,6,3,293,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 17:25,15.8,70.0,10,15,15.4,16,1036,14,3,3,293,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 17:30,15.6,73.0,11,15,15.8,16,1036,14,0,1,113,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 17:35,15.6,73.0,11,15,15.8,16,1036,14,0,2,203,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 17:40,15.4,75.0,11,15,15.7,15,1036,14,0,2,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 17:45,15.2,75.0,11,15,15.5,15,1036,14,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 17:50,15.2,75.0,11,15,15.1,15,1036,14,2,0,293,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 17:55,15.2,75.0,11,15,15.2,15,1036,14,2,1,293,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 18:00,15.2,75.0,11,15,15.5,15,1036,14,0,0,248,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 18:05,15.2,75.0,11,15,15.5,15,1036,14,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 18:10,15.2,75.0,11,15,15.1,15,1036,14,2,1,225,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 18:15,15.0,75.0,11,15,14.6,15,1036,14,3,2,113,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 18:20,15.0,75.0,11,15,15.2,15,1036,14,0,1,338,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 18:25,15.0,75.0,11,15,15.2,15,1036,14,0,0,203,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 18:30,14.9,75.0,10,14,14.8,15,1036,14,2,0,225,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 18:35,14.9,75.0,10,14,15.1,15,1036,14,0,0,158,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 18:40,14.7,75.0,10,14,14.2,15,1036,14,3,1,135,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 18:45,14.7,75.0,10,14,14.5,15,1036,14,2,1,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 18:50,14.4,76.0,10,14,14.2,14,1036,14,2,1,135,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 18:55,14.4,78.0,11,14,14.4,14,1036,14,2,1,113,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 19:00,14.3,78.0,11,14,14.5,14,1036,14,0,1,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 19:05,14.4,78.0,11,14,14.7,14,1036,14,0,0,135,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 19:10,14.3,78.0,10,14,14.5,14,1037,14,0,0,180,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 19:15,14.1,79.0,10,14,14.2,14,1037,14,0,0,203,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 19:20,14.0,80.0,11,14,14.2,14,1037,14,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 19:25,13.8,80.0,10,13,14.0,14,1037,14,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 19:30,13.8,80.0,10,13,14.0,14,1037,14,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 19:35,13.7,80.0,10,13,13.9,14,1037,14,0,0,158,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 19:40,13.6,81.0,10,13,13.8,14,1037,14,0,0,225,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 19:45,13.5,81.0,10,13,13.6,13,1037,14,0,0,203,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 19:50,13.2,83.0,10,13,13.3,13,1037,14,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 19:55,13.1,83.0,10,13,13.2,13,1037,14,0,0,158,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 20:00,13.2,83.0,10,13,13.3,13,1037,14,0,0,225,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 20:05,13.2,83.0,10,13,13.3,13,1037,14,0,0,158,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 20:10,12.9,83.0,10,12,13.0,13,1038,14,0,0,180,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 20:15,12.8,85.0,10,12,12.9,13,1038,14,0,0,225,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 20:20,13.1,83.0,10,13,13.2,13,1037,14,0,0,248,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 20:25,13.1,83.0,10,13,13.2,13,1038,14,0,0,225,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 20:30,13.1,83.0,10,13,13.2,13,1038,14,0,0,225,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 20:35,13.1,83.0,10,13,13.2,13,1038,14,0,0,225,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 20:40,13.2,83.0,10,13,13.3,13,1038,14,0,0,203,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 20:45,13.1,83.0,10,13,13.2,13,1038,14,0,0,180,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 20:50,13.1,83.0,10,13,13.2,13,1038,14,0,0,180,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 20:55,13.1,83.0,10,13,13.2,13,1038,14,0,0,180,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 21:00,12.8,83.0,10,12,12.8,13,1038,14,0,0,158,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 21:05,12.4,86.0,10,12,12.5,12,1038,14,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 21:10,12.6,86.0,10,12,12.7,13,1038,14,0,0,180,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 21:15,12.6,85.0,10,12,12.7,13,1038,14,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 21:20,12.6,85.0,10,12,12.7,13,1038,14,0,0,293,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 21:25,12.6,85.0,10,12,12.7,13,1038,14,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 21:30,12.3,85.0,10,12,12.3,12,1038,14,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 21:35,12.3,85.0,10,12,12.3,12,1038,14,0,0,248,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 21:40,12.2,85.0,10,12,12.2,12,1038,14,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 21:45,12.2,86.0,10,12,12.3,12,1038,14,0,0,225,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 21:50,12.2,86.0,10,12,12.3,12,1038,14,0,0,248,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 21:55,12.2,86.0,10,12,12.3,12,1038,14,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 22:00,12.2,86.0,10,12,12.3,12,1038,14,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 22:05,12.2,86.0,10,12,12.3,12,1038,14,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 22:10,12.1,86.0,10,12,12.1,12,1038,14,0,0,180,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 22:15,12.1,86.0,10,12,12.1,12,1038,14,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 22:20,12.1,86.0,10,12,12.1,12,1038,14,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 22:25,11.9,86.0,10,11,11.8,12,1038,14,0,0,203,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 22:30,11.8,86.0,10,11,11.7,12,1038,14,0,0,68,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 22:35,11.8,86.0,10,11,11.7,12,1038,14,0,0,180,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 22:40,11.6,88.0,10,11,11.5,12,1038,14,0,0,180,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 22:45,11.7,88.0,10,11,11.7,12,1038,14,0,0,248,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 22:50,11.7,88.0,10,11,11.7,12,1038,14,0,0,248,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 22:55,11.7,88.0,10,11,11.7,12,1038,14,0,0,203,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 23:00,11.4,88.0,10,11,11.4,11,1038,14,0,0,180,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 23:05,11.4,88.0,9,11,11.3,11,1038,14,0,0,203,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 23:10,11.4,88.0,9,11,11.3,11,1038,14,0,0,293,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 23:15,11.4,88.0,10,11,11.4,11,1038,14,0,0,180,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 23:20,11.4,88.0,9,11,11.3,11,1038,14,0,0,180,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 23:25,11.2,88.0,9,11,11.1,11,1038,14,0,0,248,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 23:30,11.1,88.0,9,11,10.9,11,1038,14,0,0,225,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 23:35,11.2,88.0,9,11,11.1,11,1038,14,0,0,248,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 23:40,11.3,88.0,9,11,11.2,11,1038,14,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 23:45,11.2,88.0,9,11,11.1,11,1038,14,0,0,180,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 23:50,11.0,90.0,9,11,10.9,11,1038,14,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/24/02 23:55,11.1,90.0,9,11,11.0,11,1038,14,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/25/02 00:00,11.2,90.0,10,11,11.2,11,1038,0,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/25/02 00:05,11.2,88.0,9,11,11.1,11,1038,0,0,0,158,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/25/02 00:10,11.2,88.0,9,11,11.1,11,1038,0,0,0,158,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/25/02 00:15,11.2,88.0,9,11,11.1,11,1038,0,0,0,248,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/25/02 00:20,11.1,88.0,9,11,10.9,11,1038,0,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/25/02 00:25,11.0,90.0,9,11,10.9,11,1038,0,0,0,225,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/25/02 00:30,11.0,90.0,9,11,10.9,11,1038,0,0,0,225,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/25/02 00:35,11.0,90.0,9,11,10.9,11,1038,0,0,0,203,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/25/02 00:40,10.8,90.0,9,10,10.7,11,1038,0,0,0,203,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/25/02 00:45,10.8,90.0,9,10,10.7,11,1038,0,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/25/02 00:50,11.0,90.0,9,11,10.9,11,1037,0,0,0,248,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/25/02 00:55,10.7,91.0,9,10,10.5,11,1038,0,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/25/02 01:00,10.8,90.0,9,10,10.6,11,1038,0,0,0,225,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/25/02 01:05,10.8,90.0,9,10,10.7,11,1037,0,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/25/02 01:10,10.8,90.0,9,10,10.3,11,1037,0,2,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/25/02 01:15,10.8,90.0,9,10,10.6,11,1037,0,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/25/02 01:20,10.7,90.0,9,10,10.5,11,1037,0,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/25/02 01:25,10.7,90.0,9,10,10.5,11,1037,0,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/25/02 01:30,10.5,90.0,9,10,10.3,11,1037,0,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/25/02 01:35,10.3,91.0,9,10,10.0,10,1037,0,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/25/02 01:40,10.2,91.0,9,10,9.8,10,1038,0,0,1,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/25/02 01:45,10.5,91.0,9,10,10.3,11,1038,0,0,0,248,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/25/02 01:50,10.5,91.0,9,10,10.3,11,1037,0,0,0,158,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/25/02 01:55,10.5,91.0,9,10,10.3,11,1037,0,0,0,203,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/25/02 02:00,10.5,91.0,9,10,10.3,11,1037,0,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/25/02 02:05,10.7,90.0,9,10,10.5,11,1037,0,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/25/02 02:10,10.8,90.0,9,10,10.6,11,1037,0,0,0,248,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/25/02 02:15,10.8,90.0,9,10,10.6,11,1037,0,0,0,248,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/25/02 02:20,10.7,90.0,9,10,10.5,11,1037,0,0,1,225,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/25/02 02:25,10.7,90.0,9,10,10.5,11,1037,0,0,0,180,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/25/02 02:30,10.7,90.0,9,10,10.5,11,1037,0,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/25/02 02:35,10.7,90.0,9,10,10.5,11,1037,0,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/25/02 02:40,10.7,88.0,9,10,10.5,11,1037,0,0,0,203,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/25/02 02:45,10.7,88.0,9,10,10.5,11,1037,0,0,0,225,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/25/02 02:50,10.7,90.0,9,10,10.5,11,1037,0,0,0,203,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/25/02 02:55,10.6,90.0,9,10,10.3,11,1037,0,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/25/02 03:00,10.6,90.0,9,10,10.3,11,1037,0,0,0,248,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/25/02 03:05,10.6,90.0,9,10,10.3,11,1037,0,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/25/02 03:10,10.5,90.0,9,10,10.3,11,1037,0,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/25/02 03:15,10.4,90.0,9,10,10.1,10,1037,0,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/25/02 03:20,10.5,90.0,9,10,10.3,11,1037,0,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/25/02 03:25,10.6,90.0,9,10,10.3,11,1037,0,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/25/02 03:30,10.7,88.0,9,10,10.5,11,1037,0,0,0,248,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/25/02 03:35,10.7,88.0,9,10,10.5,11,1037,0,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/25/02 03:40,10.8,88.0,9,10,10.6,11,1037,0,0,0,248,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/25/02 03:45,11.0,88.0,9,10,10.8,11,1037,0,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/25/02 03:50,10.8,88.0,9,10,10.6,11,1037,0,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/25/02 03:55,10.8,88.0,9,10,10.6,11,1037,0,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/25/02 04:00,10.8,88.0,9,10,10.6,11,1037,0,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/25/02 04:05,11.0,88.0,9,10,10.8,11,1037,0,0,0,113,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/25/02 04:10,11.0,88.0,9,10,10.8,11,1037,0,0,0,113,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/25/02 04:15,11.0,88.0,9,10,10.8,11,1037,0,0,0,158,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/25/02 04:20,11.0,88.0,9,10,10.8,11,1037,0,0,0,180,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/25/02 04:25,10.7,88.0,9,10,10.5,11,1037,0,0,0,225,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/25/02 04:30,10.8,88.0,9,10,10.5,11,1037,0,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/25/02 04:35,10.7,90.0,9,10,10.5,11,1037,0,0,0,225,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/25/02 04:40,10.7,90.0,9,10,10.5,11,1037,0,0,0,203,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/25/02 04:45,10.6,90.0,9,10,10.3,11,1037,0,0,0,180,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/25/02 04:50,10.7,90.0,9,10,10.5,11,1038,0,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/25/02 04:55,10.6,90.0,9,10,10.3,11,1037,0,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/25/02 05:00,10.6,90.0,9,10,10.3,11,1037,0,0,0,293,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/25/02 05:05,10.7,90.0,9,10,10.5,11,1038,0,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/25/02 05:10,10.7,90.0,9,10,10.5,11,1037,0,0,0,248,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/25/02 05:15,10.7,90.0,9,10,10.5,11,1038,0,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/25/02 05:20,10.8,90.0,9,10,10.6,11,1038,0,0,0,180,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/25/02 05:25,10.8,90.0,9,10,10.7,11,1037,0,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/25/02 05:30,10.8,90.0,9,10,10.7,11,1038,0,0,0,293,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/25/02 05:35,10.8,90.0,9,10,10.6,11,1038,0,0,0,225,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/25/02 05:40,10.8,90.0,9,10,10.6,11,1038,0,0,0,248,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/25/02 05:45,10.8,90.0,9,10,10.6,11,1038,0,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/25/02 05:50,10.7,91.0,9,10,10.5,11,1038,0,0,0,293,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/25/02 05:55,10.7,91.0,9,10,10.5,11,1038,0,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/25/02 06:00,10.6,91.0,9,10,10.3,11,1038,0,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/25/02 06:05,10.6,91.0,9,10,10.3,11,1038,0,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/25/02 06:10,10.6,91.0,9,10,10.3,11,1038,0,0,0,248,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/25/02 06:15,10.6,91.0,9,10,10.3,11,1038,0,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/25/02 06:20,10.7,91.0,9,10,10.5,11,1038,0,0,0,158,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/25/02 06:25,10.7,90.0,9,10,10.5,11,1038,0,0,0,158,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/25/02 06:30,10.8,90.0,9,10,10.6,11,1039,0,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/25/02 06:35,11.0,88.0,9,10,10.8,11,1039,0,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/25/02 06:40,10.8,88.0,9,10,10.6,11,1039,0,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/25/02 06:45,11.0,88.0,9,10,10.8,11,1039,0,0,0,225,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/25/02 06:50,10.8,88.0,9,10,10.6,11,1039,0,0,0,158,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/25/02 06:55,10.8,88.0,9,10,10.6,11,1039,0,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/25/02 07:00,10.8,88.0,9,10,10.6,11,1039,0,0,0,203,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/25/02 07:05,10.8,90.0,9,10,10.6,11,1039,0,0,0,248,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/25/02 07:10,10.8,90.0,9,10,10.6,11,1039,0,0,0,270,,,,,,,,,
