Sensor Name,Sensor Type,Timestamp,Temperature ( C ),Humidity ( RH ),Dew Point ( C ),Heat Index ( C ),Feels Like ( C ),Wind Chill ( C ),Barometric Pressure ( HPA ),Accumulated Rain ( MM ),Wind Speed ( KPH ),Wind Average ( KPH ),Wind Direction,Wired Sensor Temperature,Wired Sensor Humidity,Soil & Liquid Temperature,Water Detected,UV Index,Light Intensity,Measured Light,Lightning Strike Count,Lightning Closest Strike Distance
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 00:00,14.3,91.0,13,14,15.2,14,1038,0,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 00:05,14.3,91.0,13,14,15.1,14,1038,0,0,0,293,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 00:10,14.2,93.0,13,14,15.0,14,1038,0,0,0,248,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 00:15,14.1,93.0,13,14,14.8,14,1038,0,0,0,225,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 00:20,14.0,93.0,13,14,14.7,14,1038,0,0,0,293,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 00:25,14.0,93.0,13,14,14.7,14,1038,0,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 00:30,13.8,95.0,13,14,14.5,14,1038,0,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 00:35,13.7,96.0,13,14,14.4,14,1038,1,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 00:40,13.7,96.0,13,14,14.4,14,1038,1,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 00:45,13.7,96.0,13,14,14.4,14,1038,1,0,0,248,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 00:50,13.5,98.0,13,13,14.1,13,1038,2,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 00:55,13.3,98.0,13,13,13.9,13,1038,2,0,0,248,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 01:00,13.3,98.0,13,13,13.9,13,1038,2,0,0,180,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 01:05,13.5,98.0,13,13,14.1,13,1037,2,0,0,248,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 01:10,13.5,98.0,13,13,14.1,13,1037,2,0,0,248,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 01:15,13.5,98.0,13,13,14.1,13,1037,2,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 01:20,13.5,98.0,13,13,14.1,13,1037,2,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 01:25,13.3,98.0,13,13,13.9,13,1037,2,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 01:30,13.3,98.0,13,13,13.8,13,1037,2,0,0,203,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 01:35,13.3,98.0,13,13,13.5,13,1037,2,2,0,293,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 01:40,13.2,98.0,13,13,13.7,13,1037,3,0,0,203,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 01:45,13.3,98.0,13,13,13.8,13,1037,3,0,0,203,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 01:50,13.3,98.0,13,13,13.8,13,1037,3,0,0,180,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 01:55,13.3,98.0,13,13,13.8,13,1037,3,0,0,225,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 02:00,13.3,98.0,13,13,13.9,13,1037,3,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 02:05,13.3,98.0,13,13,13.9,13,1037,3,0,0,248,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 02:10,13.3,98.0,13,13,13.8,13,1037,3,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 02:15,13.3,98.0,13,13,13.8,13,1037,3,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 02:20,13.2,98.0,13,13,13.7,13,1037,3,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 02:25,13.3,98.0,13,13,13.8,13,1037,3,0,0,293,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 02:30,13.3,98.0,13,13,13.9,13,1036,3,0,0,203,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 02:35,13.3,98.0,13,13,13.9,13,1036,3,0,0,203,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 02:40,13.3,98.0,13,13,13.8,13,1036,3,0,0,225,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 02:45,13.3,98.0,13,13,13.9,13,1036,3,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 02:50,13.3,98.0,13,13,13.9,13,1036,3,0,0,203,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 02:55,13.3,98.0,13,13,13.9,13,1036,3,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 03:00,13.3,98.0,13,13,13.9,13,1036,3,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 03:05,13.3,98.0,13,13,13.9,13,1036,3,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 03:10,13.3,98.0,13,13,13.9,13,1036,3,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 03:15,13.3,98.0,13,13,13.8,13,1036,3,0,0,180,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 03:20,13.3,98.0,13,13,13.8,13,1036,3,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 03:25,13.3,98.0,13,13,13.8,13,1036,3,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 03:30,13.3,98.0,13,13,13.8,13,1036,3,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 03:35,13.3,98.0,13,13,13.9,13,1036,3,0,0,248,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 03:40,13.3,98.0,13,13,13.9,13,1036,3,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 03:45,13.3,98.0,13,13,13.9,13,1036,3,0,0,225,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 03:50,13.3,98.0,13,13,13.9,13,1036,3,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 03:55,13.3,98.0,13,13,13.9,13,1036,3,0,0,293,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 04:00,13.3,98.0,13,13,13.8,13,1036,3,0,0,180,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 04:05,13.3,98.0,13,13,13.9,13,1036,3,0,0,158,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 04:10,13.3,98.0,13,13,13.9,13,1036,3,0,0,225,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 04:15,13.5,98.0,13,13,14.1,13,1036,3,0,0,248,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 04:20,13.5,98.0,13,13,14.1,13,1036,3,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 04:25,13.5,98.0,13,13,14.1,13,1036,3,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 04:30,13.3,98.0,13,13,13.9,13,1036,3,0,0,248,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 04:35,13.3,98.0,13,13,13.9,13,1036,3,0,0,180,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 04:40,13.3,96.0,13,13,13.9,13,1036,3,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 04:45,13.3,96.0,13,13,13.9,13,1036,3,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 04:50,13.5,96.0,13,13,14.1,13,1036,3,0,0,158,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 04:55,13.5,96.0,13,13,14.1,13,1036,3,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 05:00,13.5,96.0,13,13,14.1,13,1036,3,0,0,225,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 05:05,13.5,98.0,13,13,14.1,13,1036,3,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 05:10,13.3,98.0,13,13,13.9,13,1036,3,0,0,203,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 05:15,13.3,98.0,13,13,13.9,13,1036,3,0,0,248,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 05:20,13.3,98.0,13,13,13.9,13,1036,3,0,0,203,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 05:25,13.3,98.0,13,13,13.9,13,1036,3,0,0,158,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 05:30,13.3,98.0,13,13,13.9,13,1036,3,0,0,68,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 05:35,13.3,98.0,13,13,13.9,13,1036,3,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 05:40,13.3,98.0,13,13,13.8,13,1037,3,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 05:45,13.3,98.0,13,13,13.8,13,1037,3,0,0,293,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 05:50,13.3,98.0,13,13,13.8,13,1037,3,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 05:55,13.3,98.0,13,13,13.8,13,1037,3,0,0,180,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 06:00,13.3,98.0,13,13,13.8,13,1037,3,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 06:05,13.3,98.0,13,13,13.8,13,1037,3,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 06:10,13.3,98.0,13,13,13.8,13,1037,3,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 06:15,13.3,98.0,13,13,13.8,13,1037,3,0,0,248,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 06:20,13.3,98.0,13,13,13.8,13,1037,3,0,0,203,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 06:25,13.3,98.0,13,13,13.9,13,1037,3,0,0,225,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 06:30,13.3,96.0,13,13,13.9,13,1037,3,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 06:35,13.3,96.0,13,13,13.9,13,1037,3,0,0,203,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 06:40,13.5,96.0,13,13,14.1,13,1037,3,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 06:45,13.3,96.0,13,13,13.9,13,1037,3,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 06:50,13.3,96.0,13,13,13.9,13,1037,3,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 06:55,13.3,96.0,13,13,13.9,13,1037,3,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 07:00,13.3,96.0,13,13,13.9,13,1037,3,0,0,203,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 07:05,13.5,96.0,13,13,14.1,13,1037,3,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 07:10,13.5,96.0,13,13,14.1,13,1037,3,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 07:15,13.6,96.0,13,14,14.2,14,1038,3,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 07:20,13.6,95.0,13,14,14.2,14,1038,3,0,0,225,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 07:25,13.7,91.0,12,14,14.4,14,1038,3,0,0,225,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 07:30,13.8,91.0,12,14,14.5,14,1038,3,0,0,225,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 07:35,14.0,91.0,13,14,14.7,14,1038,3,0,0,225,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 07:40,14.1,91.0,13,14,14.8,14,1038,3,0,0,203,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 07:45,14.2,90.0,13,14,15.0,14,1038,3,0,0,225,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 07:50,14.2,90.0,13,14,15.0,14,1038,3,0,0,225,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 07:55,14.2,90.0,13,14,15.0,14,1038,3,0,0,203,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 08:00,14.2,90.0,13,14,15.0,14,1038,3,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 08:05,14.3,88.0,12,14,15.1,14,1038,3,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 08:10,14.6,88.0,13,14,15.4,15,1038,3,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 08:15,14.7,86.0,12,14,15.4,15,1038,3,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 08:20,14.7,86.0,12,14,15.4,15,1038,3,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 08:25,14.9,86.0,13,15,15.7,15,1038,3,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 08:30,15.1,85.0,13,15,15.9,15,1038,3,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 08:35,15.2,85.0,13,15,16.0,15,1038,3,0,0,225,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 08:40,15.1,85.0,13,15,15.9,15,1038,3,0,0,225,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 08:45,15.4,83.0,13,15,16.2,15,1038,3,0,0,203,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 08:50,15.2,83.0,12,15,16.0,15,1038,3,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 08:55,15.5,81.0,12,15,16.2,16,1038,3,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 09:00,15.2,81.0,12,15,15.2,15,1038,3,3,1,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 09:05,15.6,81.0,12,15,16.0,16,1038,3,2,1,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 09:10,15.5,81.0,12,15,16.2,16,1038,3,0,1,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 09:15,16.1,81.0,13,16,16.7,16,1038,3,2,1,158,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 09:20,16.3,78.0,12,16,17.0,16,1038,3,0,1,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 09:25,16.3,78.0,12,16,17.0,16,1038,3,0,0,180,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 09:30,16.8,76.0,13,16,17.6,17,1038,3,0,1,225,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 09:35,16.8,76.0,13,16,17.6,17,1038,3,0,0,225,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 09:40,16.6,76.0,12,16,17.3,17,1038,3,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 09:45,16.9,75.0,12,17,17.6,17,1038,3,0,0,158,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 09:50,17.1,75.0,13,17,17.9,17,1038,3,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 09:55,16.9,75.0,12,17,17.7,17,1038,3,0,0,180,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 10:00,17.3,75.0,13,17,17.6,17,1038,3,3,0,90,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 10:05,17.3,73.0,12,17,18.1,17,1038,3,0,1,225,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 10:10,17.2,73.0,12,17,17.6,17,1038,3,2,1,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 10:15,17.2,73.0,12,17,17.6,17,1037,3,2,1,293,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 10:20,18.1,70.0,13,18,18.9,18,1037,3,0,1,338,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 10:25,17.8,70.0,12,17,18.5,18,1037,3,0,1,180,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 10:30,18.3,69.0,13,18,18.2,18,1037,3,5,1,135,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 10:35,18.2,70.0,13,18,18.7,18,1037,3,2,3,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 10:40,18.4,68.0,12,18,19.2,18,1037,3,0,1,180,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 10:45,18.8,66.0,12,18,19.5,19,1037,3,0,0,135,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 10:50,18.0,68.0,12,18,18.3,18,1037,3,2,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 10:55,18.7,66.0,12,18,19.0,19,1037,3,2,1,180,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 11:00,18.8,65.0,12,18,18.5,19,1037,3,5,3,180,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 11:05,18.2,68.0,12,18,18.9,18,1037,3,0,2,248,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 11:10,17.8,68.0,12,17,18.1,18,1037,3,2,2,180,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 11:15,17.7,68.0,12,17,18.3,18,1037,3,0,2,180,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 11:20,17.8,69.0,12,17,18.5,18,1037,3,0,0,158,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 11:25,17.7,68.0,12,17,18.3,18,1037,3,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 11:30,17.7,66.0,11,17,18.1,18,1037,3,0,1,180,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 11:35,17.7,66.0,11,17,18.1,18,1037,3,0,0,158,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 11:40,17.7,68.0,12,17,18.3,18,1037,3,0,0,225,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 11:45,17.7,68.0,12,17,17.3,18,1037,3,5,1,158,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 11:50,17.6,69.0,12,17,17.5,18,1037,3,3,3,113,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 11:55,17.7,69.0,12,17,18.0,18,1036,3,2,2,0,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 12:00,18.0,68.0,12,18,18.6,18,1037,3,0,0,68,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 12:05,17.8,66.0,11,17,18.0,18,1036,3,2,1,158,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 12:10,18.0,68.0,12,18,18.6,18,1036,3,0,1,135,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 12:15,18.2,66.0,12,18,18.8,18,1036,3,0,1,203,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 12:20,18.3,66.0,12,18,18.5,18,1036,3,2,1,113,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 12:25,18.4,65.0,12,18,19.0,18,1036,3,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 12:30,19.1,63.0,12,19,19.7,19,1036,3,0,0,293,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 12:35,18.7,63.0,11,18,19.1,19,1036,3,0,0,225,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 12:40,18.4,63.0,11,18,18.8,18,1036,3,0,0,293,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 12:45,18.9,63.0,12,19,19.5,19,1036,3,0,0,225,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 12:50,19.6,61.0,12,19,19.9,20,1036,3,2,1,158,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 12:55,19.2,63.0,12,19,19.5,19,1036,3,2,2,113,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 13:00,19.2,61.0,12,19,19.7,19,1035,3,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 13:05,19.1,63.0,12,19,19.7,19,1035,3,0,2,293,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 13:10,19.4,61.0,12,19,19.6,19,1035,3,2,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 13:15,19.4,61.0,12,19,19.9,19,1035,3,0,1,293,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 13:20,19.1,63.0,12,19,19.7,19,1035,3,0,1,248,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 13:25,19.4,61.0,12,19,19.9,19,1035,3,0,0,225,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 13:30,19.1,63.0,12,19,19.7,19,1035,3,0,0,180,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 13:35,18.9,65.0,12,19,19.3,19,1035,3,2,1,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 13:40,18.8,65.0,12,18,19.5,19,1035,3,0,1,180,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 13:45,18.9,65.0,12,19,19.6,19,1034,3,0,0,293,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 13:50,18.8,65.0,12,18,19.2,19,1035,3,2,1,180,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 13:55,19.1,65.0,12,19,19.8,19,1035,3,0,0,293,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 14:00,19.1,65.0,12,19,19.5,19,1035,3,2,1,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 14:05,19.2,65.0,12,19,19.6,19,1035,3,2,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 14:10,19.2,63.0,12,19,19.2,19,1035,3,3,2,0,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 14:15,19.4,63.0,12,19,19.7,19,1035,3,2,2,315,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 14:20,19.5,63.0,12,19,20.2,19,1034,3,0,2,225,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 14:25,18.9,65.0,12,19,18.4,19,1034,3,6,3,338,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 14:30,18.7,66.0,12,18,19.0,19,1034,3,2,3,158,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 14:35,19.1,66.0,13,19,19.6,19,1034,3,2,1,113,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 14:40,18.4,68.0,12,18,18.6,18,1034,3,3,2,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 14:45,18.8,68.0,13,19,19.7,19,1034,3,0,1,180,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 14:50,18.8,68.0,13,19,19.7,19,1034,3,0,0,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 14:55,19.1,66.0,13,19,18.4,19,1034,3,8,3,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 15:00,19.4,63.0,12,19,19.1,19,1034,3,5,4,293,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 15:05,18.8,65.0,12,18,19.5,19,1034,3,0,2,248,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 15:10,19.2,69.0,13,19,19.6,19,1034,3,3,2,270,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 15:15,19.4,69.0,14,19,20.5,19,1033,3,0,2,248,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 15:20,20.3,66.0,14,20,19.6,20,1033,3,10,3,293,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 15:25,20.2,66.0,14,20,21.1,20,1034,3,2,5,113,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 15:30,20.2,66.0,14,20,21.4,20,1033,3,0,2,225,,,,,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,2018/18/02 15:35,19.7,68.0,14,20,19.9,20,1034,3,5,3,158,,,,,,,,,
